county,year,varname,value_b2
Cass,2018,Supply(Pub),.11
Cass,2012,Supply(any),.48
Cass,2013,Supply(any),.51
Cass,2014,Supply(any),.78
Cass,2015,Supply(any),.5
Cass,2016,Supply(any),.45
Cass,2017,Supply(any),.45
Cass,2018,Supply(any),.38
Chippewa,2012,Cost(CCC),182.23
Chippewa,2013,Cost(CCC),90.83
Chippewa,2014,Cost(CCC),113.2
Chippewa,2015,Cost(CCC),115.78
Chippewa,2016,Cost(CCC),100.21
Chippewa,2017,Cost(CCC),192.75
Chippewa,2018,Cost(CCC),216.74
Chippewa,2012,Cost(HR),
Chippewa,2013,Cost(HR),105.42
Chippewa,2014,Cost(HR),119.85
Chippewa,2015,Cost(HR),108.02
Chippewa,2016,Cost(HR),127.96
Chippewa,2017,Cost(HR),126.02
Chippewa,2018,Cost(HR),214.98
Chippewa,2012,Cost(Pub),19.02
Chippewa,2013,Cost(Pub),13.62
Chippewa,2014,Cost(Pub),13.12
Chippewa,2015,Cost(Pub),15.88
Chippewa,2016,Cost(Pub),16.52
Chippewa,2017,Cost(Pub),33.99
Chippewa,2018,Cost(Pub),32.99
Chippewa,2012,Cost(any),88.20999999999999
Chippewa,2013,Cost(any),87.61
Chippewa,2014,Cost(any),88.25
Chippewa,2015,Cost(any),103.23
Chippewa,2016,Cost(any),95.29000000000001
Chippewa,2017,Cost(any),94.58
Chippewa,2018,Cost(any),120.37
Chippewa,2012,QualPremium,
Chippewa,2013,QualPremium,1.01
Chippewa,2014,QualPremium,1.1
Chippewa,2015,QualPremium,.96
Chippewa,2016,QualPremium,1.12
Chippewa,2017,QualPremium,1.12
Chippewa,2018,QualPremium,1.81
Chippewa,2012,Supply(CCC),.08
Chippewa,2013,Supply(CCC),.08
Chippewa,2014,Supply(CCC),.08
Chippewa,2015,Supply(CCC),.11
Chippewa,2016,Supply(CCC),.08
Chippewa,2017,Supply(CCC),.11
Chippewa,2018,Supply(CCC),.09
Chippewa,2012,Supply(HR),
Chippewa,2013,Supply(HR),.01
Chippewa,2014,Supply(HR),.05
Chippewa,2015,Supply(HR),.06
Chippewa,2016,Supply(HR),.05
Chippewa,2017,Supply(HR),.03
Chippewa,2018,Supply(HR),.13
Chippewa,2012,Supply(Pub),.09
Chippewa,2013,Supply(Pub),.09
Chippewa,2014,Supply(Pub),.13
